order_id,customer_id,order_date,status,category,payment_method,quantity,discount_percent,amount,delivery_days,rating
O107665,C00314,2024-11-10,cancelled,toys,card,2,16.0,179.84,,
O107666,C01077,2026-01-30,processing,clothing,sbp,3,11.0,2157.33,20.0,
O107667,C01633,2024-06-02,completed,clothing,sbp,2,8.0,762.35,14.0,2.0
O107668,C01725,2025-07-17,processing,home,card,4,,484.35,16.0,
O107669,C01282,2026-01-19,completed,beauty,cash,1,2.0,658.36,20.0,1.0
O107670,C02000,2025-05-03,completed,beauty,card,3,8.0,2202.76,3.0,4.0
O107671,C01874,2026-07-31,processing,clothing,wallet,2,7.0,516.86,5.0,
O107672,C01669,2025-11-20,processing,clothing,cash,3,10.0,2479.29,3.0,
O107673,C01340,2025-01-12,delivered,clothing,card,4,27.0,660.85,20.0,1.0
O107674,C01971,2026-07-31,processing,toys,card,3,19.0,235.71,12.0,
O107675,C00035,2026-07-31,cancelled,toys,card,5,8.0,2150.69,,
O107676,C00179,2026-07-31,cancelled,home,wallet,1,26.0,242.37,,
O107677,C01021,2024-07-07,cancelled,electronics,card,2,7.0,363.73,,
O107678,C01343,2024-09-21,completed,toys,card,5,29.0,3889.16,11.0,3.0
O107679,C01808,2025-11-10,completed,electronics,card,2,1.0,1170.24,999.0,1.0
O107680,C01357,2025-07-25,completed,electronics,cash,1,27.0,1830.19,10.0,3.0
O107681,C00465,2024-03-26,completed,clothing,cash,4,16.0,2751.47,10.0,3.0
O107682,C01818,2025-03-20,completed,home,card,5,7.0,3833.93,18.0,2.0
O107683,C00166,2026-07-31,completed,electronics,card,5,16.0,1225.17,11.0,3.0
O107684,C00190,2024-10-24,completed,clothing,card,5,24.0,444.65,15.0,2.0
O107685,C01440,2026-07-31,delivered,beauty,cash,3,21.0,7193.6,20.0,1.0
O107686,C01927,2025-06-06,completed,home,wallet,5,30.0,3654.17,10.0,3.0
O107687,C01006,2026-07-31,completed,electronics,sbp,1,26.0,1777.7,16.0,2.0
O107688,C00270,2026-06-10,completed,electronics,card,1,8.0,191.46,18.0,1.0
O107689,C00096,2025-04-22,completed,home,card,4,3.0,4409.41,20.0,2.0
O107690,C01960,2025-01-04,delivered,electronics,card,1,21.0,620.85,9.0,4.0
O107691,C00560,2026-07-16,cancelled,electronics,sbp,3,11.0,3458.06,,
O107692,C01279,2024-06-18,delivered,toys,cash,4,17.0,3135.76,19.0,2.0
O107693,C00654,2026-07-31,delivered,home,card,1,19.0,410.28,8.0,3.0
O107694,C00430,2026-04-30,processing,clothing,card,1,2.0,616.89,2.0,
O107695,C01336,2026-07-31,delivered,home,card,1,5.0,371.49,5.0,5.0
O107696,C01479,2025-06-02,completed,home,card,5,26.0,4813.34,18.0,3.0
O107697,C00944,2025-04-27,completed,clothing,wallet,2,8.0,521.36,7.0,5.0
O107698,C01015,2026-04-02,delivered,home,card,4,11.0,1123.61,13.0,2.0
O107699,C00975,2025-01-26,delivered,home,sbp,5,24.0,2166.42,20.0,1.0
O107700,C01183,2026-04-24,cancelled,electronics,sbp,5,7.0,4029.96,,
O107701,C01614,2026-04-23,completed,clothing,card,2,1.0,1028.4,12.0,3.0
O107702,C01422,2026-07-31,processing,clothing,card,5,15.0,1896.33,8.0,
O107703,C00557,2026-05-27,delivered,beauty,card,2,27.0,2294.29,17.0,2.0
O107704,C00495,2025-01-26,processing,beauty,cash,5,16.0,3945.27,16.0,
O107705,C01346,2026-07-31,delivered,beauty,card,2,24.0,682.44,1.0,5.0
O107706,C01291,2024-11-01,completed,clothing,sbp,1,17.0,214.02,9.0,3.0
O107707,C00736,2026-04-30,completed,home,sbp,3,10.0,1284.46,11.0,4.0
O107708,C01678,2025-07-28,completed,home,sbp,5,26.0,1496.08,7.0,3.0
O107709,C00837,2026-05-20,completed,clothing,cash,4,10.0,1062.69,20.0,1.0
O107710,C00672,2026-05-03,cancelled,toys,card,1,7.0,897.55,,
O107711,C01112,2024-11-24,completed,clothing,cash,5,7.0,6070.91,7.0,4.0
O107712,C00386,2024-12-17,completed,clothing,card,4,7.0,1879.59,1.0,4.0
O107713,C01392,2025-07-27,completed,beauty,card,5,0.0,2452.51,10.0,4.0
O107714,C01795,2025-05-23,delivered,home,card,4,26.0,1090.53,14.0,2.0
O107715,C01891,2025-01-12,completed,clothing,card,3,21.0,631.42,6.0,4.0
O107716,C00894,2026-07-31,completed,clothing,card,2,2.0,1862.64,14.0,
O107717,C00539,2025-08-24,cancelled,home,card,5,24.0,891.61,,
O107718,C00959,2026-07-15,completed,clothing,card,2,24.0,600.41,1.0,5.0
O107719,C00208,2026-07-15,processing,home,wallet,3,5.0,877.81,1.0,
O107720,C01336,2026-07-31,completed,beauty,card,4,8.0,2767.05,12.0,3.0
O107721,C00858,2024-12-03,delivered,electronics,card,5,12.0,2103.82,12.0,3.0
O107722,C00244,2026-05-01,delivered,home,card,3,19.0,937.23,17.0,1.0
O107723,C01094,2025-03-10,completed,electronics,card,5,14.0,7308.84,3.0,4.0
O107724,C01438,2026-06-18,delivered,home,wallet,4,7.0,7262.41,9.0,3.0
O107725,C00457,2024-07-14,completed,electronics,card,1,2.0,672.95,10.0,2.0
O107726,C00810,2026-07-31,completed,clothing,card,1,29.0,552.77,14.0,1.0
O107727,C01781,2024-12-17,cancelled,electronics,card,4,8.0,1317.63,,
O107728,C01420,2025-12-29,processing,clothing,card,3,24.0,1456.64,14.0,
O107729,C01598,2026-07-06,completed,home,cash,1,8.0,187.93,9.0,2.0
O107730,C00900,2025-11-13,delivered,clothing,card,4,30.0,4347.19,3.0,4.0
O107731,C00988,2025-07-21,completed,clothing,sbp,5,26.0,2217.45,2.0,5.0
O107732,C00994,2025-06-18,completed,toys,card,1,6.0,284.28,2.0,5.0
O107733,C00901,2024-05-10,completed,electronics,cash,5,3.0,1889.77,12.0,3.0
O107734,C00289,2025-11-19,delivered,clothing,card,4,22.0,3468.02,9.0,4.0
O107735,C00082,2025-09-15,delivered,clothing,card,5,7.0,2006.69,6.0,4.0
O107736,C01665,2025-07-09,delivered,beauty,card,3,18.0,787.39,13.0,2.0
O107737,C01074,2026-03-29,Processing ,electronics,card,2,14.0,185.24,9.0,
O107738,C01066,2025-10-31,cancelled,clothing,card,5,15.0,2314.83,,
O107739,C01192,2024-12-22,completed,beauty,cash,3,4.0,1996.34,2.0,5.0
O107740,C00825,2025-10-18,completed,clothing,wallet,5,2.0,1664.23,3.0,4.0
O107741,C01784,2026-06-14,delivered,beauty,card,2,6.0,522.13,4.0,5.0
O107742,C00940,2025-09-03,completed,electronics,card,4,17.0,801.14,4.0,4.0
O107743,C01003,2025-07-25,completed,electronics,card,3,29.0,1094.12,13.0,3.0
O107744,C01063,2025-04-15,completed,home,wallet,3,8.0,606.21,13.0,3.0
O107745,C00315,2025-07-03,completed,electronics,card,5,,1005.1,20.0,2.0
O107746,C00347,2026-07-31,delivered,clothing,card,3,17.0,1007.65,2.0,5.0
O107747,C00361,2026-05-23,delivered,electronics,wallet,5,3.0,11119.05,20.0,1.0
O107748,C00509,2025-05-11,cancelled,clothing,card,3,19.0,9573.14,,
O107749,C00320,2026-05-30,processing,toys,cash,1,8.0,1264.1,3.0,
O107750,C00449,2025-07-28,cancelled,toys,card,4,15.0,3300.19,,
O107751,C01878,2026-07-31,completed,clothing,cash,4,26.0,418.25,12.0,3.0
O107752,C00722,2026-06-28,delivered,electronics,card,2,26.0,8384.36,3.0,4.0
O107753,C01587,2026-07-31,completed,toys,sbp,1,10.0,674.27,19.0,2.0
O107754,C00787,2024-03-29,processing,home,card,2,8.0,408.95,15.0,
O107755,C01650,2026-05-22,delivered,home,card,3,13.0,12678.63,8.0,3.0
O107756,C01507,2026-07-02,completed,beauty,sbp,3,18.0,1366.26,9.0,3.0
O107757,C01681,2026-07-31,delivered,clothing,card,4,5.0,3841.81,17.0,1.0
O107758,C00577,2026-07-31,delivered,clothing,card,2,27.0,766.28,13.0,3.0
O107759,C00192,2026-07-12,processing,beauty,card,1,16.0,775.96,3.0,
O107760,C00617,2025-01-03,completed,clothing,card,5,7.0,4266.15,13.0,2.0
O107761,C01405,2024-08-22,completed,home,wallet,2,4.0,1961.0,20.0,2.0
O107762,C01309,2025-01-20,processing,toys,cash,2,19.0,2751.46,18.0,
O107763,C01409,2024-08-07,delivered,clothing,card,4,16.0,2231.66,13.0,1.0
O107764,C01987,2026-07-31,completed,beauty,card,3,7.0,1748.44,11.0,
O107765,C00450,2024-10-11,delivered,clothing,card,3,28.0,1422.69,13.0,1.0
O107766,C00889,2025-01-12,delivered,toys,wallet,2,18.0,427.47,6.0,3.0
O107767,C00982,2026-01-05,completed,clothing,card,5,14.0,1194.75,12.0,3.0
O107768,C00299,2025-08-13,completed,electronics,card,3,,1155.26,17.0,2.0
O107769,C01325,2026-03-26,completed,home,card,2,25.0,2705.2,19.0,1.0
O107770,C00098,2026-07-31,completed,toys,cash,2,26.0,1436.19,12.0,2.0
O107771,C01795,2025-07-09,completed,beauty,sbp,3,17.0,1372.06,7.0,5.0
O107772,C00177,2026-01-23,completed,home,cash,4,29.0,1596.14,5.0,5.0
O107773,C00221,2024-07-10,delivered,toys,sbp,2,11.0,387.44,5.0,4.0
O107774,C00348,2026-06-20,delivered,home,sbp,5,1.0,1200.36,5.0,4.0
O107775,C01785,2026-07-31,completed,beauty,wallet,2,29.0,1115.44,11.0,3.0
O107776,C01723,2025-09-12,completed,electronics,card,4,21.0,1984.1,9.0,3.0
O107777,C01845,2026-04-26,completed,electronics,card,5,30.0,4591.96,20.0,1.0
O107778,C01667,2026-07-31,completed,electronics,card,2,22.0,828.79,13.0,
O107779,C01848,2025-10-03,processing,toys,sbp,3,10.0,2327.53,20.0,
O107780,C00943,2026-07-31,completed,electronics,card,3,21.0,434.24,19.0,2.0
O107781,C00010,2024-12-03,cancelled,clothing,card,4,30.0,922.17,,
O107782,C00877,2026-02-21,delivered,electronics,cash,2,13.0,1216.85,6.0,4.0
O107783,C00442,2025-09-11,cancelled,electronics,card,4,30.0,1996.93,,
O107784,C00490,2025-08-10,cancelled,home,cash,4,11.0,3556.2,,
O107785,C01383,2025-03-02,cancelled,electronics,cash,2,9.0,2524.13,,
O107786,C00334,2026-05-23,delivered,beauty,wallet,5,11.0,6545.22,19.0,1.0
O107787,C00644,2025-04-07,completed,beauty,cash,1,14.0,1752.48,13.0,2.0
O107788,C00786,2025-07-28,delivered,home,card,5,28.0,10573.71,5.0,4.0
O107789,C00123,2025-09-28,completed,clothing,card,2,,741.12,13.0,2.0
O107790,C01403,2025-09-11,completed,beauty,card,5,4.0,15508.09,6.0,3.0
O107791,C01526,2024-12-21,cancelled,clothing,card,2,0.0,9942.9,,
O107792,C01117,2026-07-31,delivered,electronics,sbp,3,17.0,521.49,1.0,4.0
O107793,C00058,2025-03-24,completed,clothing,card,1,4.0,307.67,1.0,5.0
O107794,C01575,2024-09-17,cancelled,clothing,cash,5,30.0,3286.53,,
O107795,C00893,2025-10-11,completed,home,cash,4,8.0,2373.06,9.0,3.0
O107796,C00533,2025-04-09,cancelled,clothing,cash,2,,255.68,,
O107797,C01896,2026-04-09,cancelled,beauty,sbp,4,27.0,922.02,,
O107798,C01719,2025-03-05,completed,home,card,1,20.0,586.05,13.0,2.0
O107799,C00881,2024-09-27,completed,electronics,card,4,10.0,1655.99,14.0,3.0
O107800,C00887,2024-05-20,processing,clothing,card,3,29.0,2429.35,1.0,
O107801,C01824,2026-07-31,completed,home,sbp,5,22.0,11778.58,12.0,3.0
O107802,C00383,2026-07-31,processing,electronics,wallet,3,0.0,546.19,2.0,
O107803,C00819,2025-12-29,completed,electronics,wallet,2,29.0,6276.07,16.0,3.0
O107804,C01141,2026-04-25,completed,home,card,4,,8877.14,15.0,2.0
O107805,C00694,2026-06-11,delivered,clothing,wallet,4,16.0,495.53,11.0,3.0
O107806,C99999,2025-04-04,delivered,electronics,sbp,5,3.0,948.05,17.0,2.0
O107807,C00215,2026-02-28,completed,clothing,card,4,26.0,1426.84,13.0,3.0
O107808,C00534,2024-09-28,delivered,home,card,5,25.0,1149.06,12.0,3.0
O107809,C00717,2025-12-25,completed,electronics,wallet,4,12.0,3139.71,1.0,5.0
O107810,C01675,2026-07-31,completed,beauty,card,4,10.0,3275.68,4.0,4.0
O107811,C00674,2025-03-19,cancelled,clothing,wallet,5,7.0,2759.1,,
O107812,C00323,2025-08-25,delivered,electronics,card,4,28.0,2658.45,19.0,2.0
O107813,C01694,2025-03-05,delivered,beauty,card,3,23.0,1328.12,11.0,3.0
O107814,C00704,2024-11-09,delivered,home,card,1,3.0,676.76,20.0,1.0
O107815,C01840,2026-04-17,delivered,toys,card,2,19.0,4552.37,9.0,3.0
O107816,C00219,2025-09-08,completed,electronics,cash,1,28.0,150.0,3.0,4.0
O107817,C00044,2025-05-04,processing,clothing,card,2,20.0,999.72,14.0,
O107818,C01844,2026-07-31,completed,home,card,1,,714.66,15.0,3.0
O107819,C00197,2025-07-08,processing,toys,wallet,4,10.0,1821.28,1.0,
O107820,C00018,2025-04-20,cancelled,beauty,card,2,27.0,1265.76,,
O107821,C01287,2026-07-31,delivered,home,card,2,15.0,2571.26,16.0,2.0
O107822,C00635,2025-06-14,delivered,beauty,wallet,5,,1630.2,12.0,3.0
O107823,C00970,2024-08-23,completed,electronics,wallet,3,12.0,8654.07,18.0,1.0
O107824,,2024-06-24,completed,home,sbp,4,8.0,600.9,15.0,3.0
O107825,C00594,2026-07-04,delivered,home,card,1,28.0,809.5,3.0,4.0
O107826,C00963,2026-07-31,completed,electronics,card,4,2.0,1949.75,14.0,1.0
O107827,C00520,2025-10-01,completed,electronics,sbp,5,28.0,3033.15,8.0,
O107828,C00450,2024-09-22,delivered,electronics,sbp,1,16.0,906.07,20.0,1.0
O107829,C00450,2025-07-08,completed,electronics,cash,1,3.0,300.51,18.0,3.0
O107830,C00237,2026-01-28,completed,electronics,card,4,17.0,4760.73,15.0,3.0
O107831,C01051,2025-10-26,delivered,electronics,cash,4,21.0,9569.41,2.0,5.0
O107832,C01098,2026-07-31,completed,home,cash,4,26.0,1562.93,19.0,2.0
O107833,C00035,2026-07-18,completed,clothing,sbp,2,8.0,651.3,5.0,4.0
O107834,C00920,2026-05-28,completed,electronics,card,2,18.0,2711.97,16.0,4.0
O107835,C01478,2025-07-25,delivered,home,card,1,22.0,1081.31,17.0,3.0
O107836,C00003,2026-03-14,processing,electronics,card,2,24.0,281.64,10.0,
O107837,C00601,2025-10-22,completed,clothing,sbp,4,7.0,3066.8,8.0,4.0
O107838,C01922,2026-02-15,delivered,toys,sbp,4,2.0,3665.12,5.0,4.0
O107839,C00854,2024-10-31,completed,beauty,card,3,13.0,1414.87,7.0,4.0
O107840,C00034,2025-12-31,delivered,home,card,1,8.0,1636.7,2.0,5.0
O107841,C01055,2025-01-06,completed,home,cash,5,12.0,682.75,8.0,5.0
O107842,C00822,2025-10-11,cancelled,electronics,card,3,25.0,264.65,,
O107843,C00423,2026-04-24,delivered,clothing,sbp,1,25.0,1155.08,20.0,1.0
O107844,C99999,2024-10-05,delivered,clothing,card,5,6.0,1285.7,10.0,3.0
O107845,C01768,2025-06-10,completed,clothing,sbp,3,10.0,1437.83,2.0,4.0
O107846,C01626,2026-07-04,cancelled,toys,card,1,7.0,199.06,,
O107847,C01365,2025-10-16,completed,beauty,sbp,3,28.0,2923.27,8.0,4.0
O107848,C00036,2024-08-27,delivered,home,card,1,28.0,647.19,7.0,4.0
O107849,C01741,2025-12-30,cancelled,home,card,1,3.0,443.15,,
O107850,C00947,2026-07-31,delivered,home,card,3,17.0,550.53,9.0,3.0
O107851,C00951,2024-05-30,cancelled,clothing,card,1,7.0,433.46,,
O107852,C01756,2025-01-27,delivered,beauty,card,1,28.0,643.52,1.0,5.0
O107853,C00865,2026-04-18,cancelled,home,sbp,3,7.0,966.01,,
O107854,C00473,2025-12-27,completed,home,card,4,9.0,1323.7,7.0,4.0
O107855,C00475,2025-12-08,completed,electronics,sbp,2,7.0,993.72,19.0,2.0
O107856,C01854,2025-04-16,delivered,clothing,card,1,14.0,844.74,13.0,3.0
O107857,C01090,2024-05-31,delivered,clothing,card,4,18.0,2766.81,9.0,4.0
O107858,C01158,2026-07-31,delivered,electronics,card,1,14.0,1262.52,1.0,4.0
O107859,C01187,2024-06-05,delivered,home,sbp,2,12.0,917.24,10.0,
O107860,C00442,2025-04-21,delivered,toys,card,3,27.0,3324.06,18.0,1.0
O107861,C00840,2026-04-14,completed,home,card,1,14.0,193.89,14.0,2.0
O107862,C01904,2024-10-10,completed,electronics,card,5,25.0,3388.12,19.0,2.0
O107863,C00291,2026-02-28,processing,electronics,card,4,30.0,2597.52,10.0,
O107864,C01903,2026-07-03,completed,clothing,card,2,28.0,6497.72,6.0,3.0
O107865,C00547,2025-09-16,completed,electronics,card,4,25.0,1153.06,5.0,3.0
O107866,C00592,2026-07-31,delivered,electronics,sbp,1,4.0,188.52,13.0,3.0
O107867,C00029,2025-07-22,completed,electronics,card,5,13.0,1330.38,17.0,2.0
O107868,C01328,2024-06-23,delivered,clothing,card,2,11.0,594.34,12.0,3.0
O107869,C00639,2026-05-09,delivered,electronics,cash,5,23.0,3419.89,6.0,
O107870,C00919,2025-08-12,delivered,electronics,card,1,3.0,179.75,13.0,2.0
O107871,C01162,2025-12-12,processing,beauty,card,2,4.0,1299.2,18.0,
O107872,C01269,2026-05-30,cancelled,toys,sbp,1,17.0,506.43,,
O107873,C01912,2026-03-31,delivered,beauty,card,4,9.0,4096.37,20.0,1.0
O107874,C01112,2024-12-04,processing,electronics,sbp,3,25.0,2426.04,6.0,
O107875,C00356,2026-07-31,completed,electronics,cash,1,28.0,955.85,11.0,2.0
O107876,C01408,2026-07-31,completed,home,sbp,5,0.0,3649.55,5.0,4.0
O107877,C00111,2025-09-07,delivered,beauty,card,2,30.0,2508.37,4.0,4.0
O107878,C01688,2025-03-19,delivered,home,cash,5,18.0,747.68,3.0,4.0
O107879,C00593,2025-03-11,CANCELED,beauty,card,2,26.0,307.56,,
O107880,C01445,2024-10-30,completed,clothing,sbp,4,24.0,1938.81,7.0,5.0
O107881,C00314,2025-05-11,completed,toys,card,5,19.0,2635.67,18.0,2.0
O107882,C00814,2025-04-02,completed,beauty,card,5,18.0,1085.95,4.0,4.0
O107883,C01392,2025-11-01,completed,electronics,card,4,25.0,3085.49,6.0,4.0
O107884,C01243,2026-07-31,processing,clothing,card,3,1.0,520.67,15.0,
O107885,C00012,2026-07-31,cancelled,home,card,5,4.0,1988.25,,
O107886,C00070,2025-06-09,delivered,electronics,wallet,5,9.0,2428.57,14.0,4.0
O107887,C01962,2026-07-31,delivered,clothing,cash,3,12.0,2336.19,16.0,2.0
O107888,C01058,2026-01-09,completed,home,cash,5,20.0,1646.15,10.0,4.0
O107889,C01712,2025-03-28,delivered,home,cash,1,18.0,1303.05,2.0,5.0
O107890,C00146,2026-06-25,delivered,beauty,card,4,27.0,7558.66,10.0,2.0
O107891,C00982,2026-07-26,cancelled,electronics,card,5,18.0,8432.34,,
O107892,C01153,2025-03-24,completed,toys,cash,2,13.0,4185.63,19.0,1.0
O107893,C01842,2024-03-30,processing,clothing,cash,5,8.0,5780.95,14.0,
O107894,C01422,2026-07-31,cancelled,toys,cash,4,27.0,3224.2,,
O107895,C01257,2025-02-10,completed,electronics,card,1,19.0,270.6,12.0,3.0
O107896,C00587,2026-04-13,processing,clothing,card,5,15.0,1568.92,8.0,
O107897,C01988,2024-07-12,completed,toys,cash,4,8.0,4210.45,9.0,4.0
O107898,C00656,2025-07-13,processing,electronics,card,3,16.0,355.62,5.0,
O107899,C00557,2026-03-09,delivered,beauty,card,2,23.0,2841.26,8.0,3.0
O107900,C01448,2026-07-31,completed,clothing,card,2,3.0,606.79,15.0,3.0
O107901,C01994,2026-03-30,completed,clothing,card,3,14.0,964.23,2.0,4.0
O107902,C01714,2026-07-31,delivered,home,sbp,2,25.0,1833.26,11.0,3.0
O107903,C00361,2026-07-31,cancelled,electronics,card,3,16.0,1850.02,,
O107904,C01631,2025-10-31,cancelled,home,sbp,4,1.0,1409.05,,
O107905,C00707,2024-07-30,completed,electronics,cash,2,29.0,475.62,2.0,4.0
O107906,C00444,2025-08-08,cancelled,home,card,5,8.0,741.3,,
O107907,C01871,2024-04-06,delivered,home,sbp,2,30.0,174.62,11.0,2.0
O107908,C01900,2025-06-03,completed,electronics,card,3,6.0,4765.41,4.0,4.0
O107909,C00742,2026-03-13,completed,electronics,card,3,,1243.1,3.0,5.0
O107910,C00053,2025-03-03,cancelled,home,card,1,9.0,242.01,,
O107911,C00420,2025-12-21,delivered,electronics,cash,3,13.0,2696.82,1.0,5.0
O107912,C01083,2026-06-16,completed,home,card,1,10.0,264.17,13.0,3.0
O107913,C00119,2024-08-19,delivered,toys,card,5,13.0,1341.66,10.0,2.0
O107914,C00455,2025-11-04,cancelled,electronics,sbp,5,24.0,6381.66,,
O107915,C00298,2025-09-09,completed,clothing,sbp,2,16.0,1783.57,7.0,3.0
O107916,C01905,2025-09-01,completed,toys,wallet,2,,1141.01,12.0,3.0
O107917,C00711,2026-03-18,completed,toys,card,2,23.0,632.55,10.0,3.0
O107918,C00761,2024-09-11,completed,electronics,sbp,5,3.0,2969.98,20.0,1.0
O107919,C00843,2026-07-31,completed,beauty,sbp,5,22.0,3919.92,4.0,5.0
O107920,C00027,2025-05-20,cancelled,electronics,card,1,25.0,605.74,,
O107921,C01085,2024-10-31,completed,home,card,1,8.0,1301.82,20.0,2.0
O107922,C01825,2026-07-31,cancelled,clothing,card,1,9.0,221.17,,
O107923,C01628,2026-04-04,processing,electronics,sbp,3,14.0,1202.47,1.0,
O107924,C00502,2026-05-02,completed,clothing,cash,2,22.0,1538.7,7.0,4.0
O107925,C00027,2025-05-21,completed,electronics,card,2,20.0,623.29,3.0,5.0
O107926,C01547,2025-12-31,completed,clothing,card,2,19.0,2112.05,14.0,1.0
O107927,C01683,2024-03-02,delivered,clothing,sbp,3,2.0,4327.82,15.0,2.0
O107928,C01844,2026-07-31,delivered,toys,cash,5,28.0,2583.5,12.0,
O107929,C01155,2025-09-21,delivered,clothing,sbp,5,3.0,3346.57,19.0,2.0
O107930,C00948,2024-05-22,cancelled,home,card,2,20.0,833.93,,
O107931,C01513,2025-12-26,cancelled,electronics,wallet,5,25.0,1949.47,,
O107932,C01381,2026-07-31,delivered,toys,card,4,22.0,5502.51,19.0,2.0
O107933,C01514,2025-08-15,cancelled,clothing,card,5,28.0,1262.06,,
O107934,C00569,2025-10-26,processing,electronics,wallet,5,3.0,4773.5,20.0,
O107935,C01807,2024-01-13,delivered,home,card,1,5.0,332.19,12.0,3.0
O107936,C00075,2026-01-18,completed,clothing,card,4,6.0,1002.12,13.0,2.0
O107937,C00187,2024-10-11,cancelled,electronics,card,4,28.0,4414.66,,
O107938,C01310,2026-07-10,cancelled,clothing,cash,5,29.0,4300.82,,
O107939,C01144,2026-07-31,delivered,clothing,card,4,26.0,1168.69,5.0,4.0
O107940,C01109,2026-07-31,delivered,electronics,card,1,20.0,430.68,3.0,5.0
O107941,C01819,2024-05-13,completed,beauty,card,2,,892.06,3.0,
O107942,C01742,2025-12-18,delivered,electronics,wallet,4,13.0,2378.84,4.0,4.0
O107943,C01439,2025-07-11,cancelled,electronics,wallet,2,4.0,666.21,,
O107944,C00330,2026-01-16,cancelled,electronics,sbp,3,3.0,5930.46,,
O107945,C00194,2025-02-28,completed,clothing,sbp,4,15.0,811.88,3.0,4.0
O107946,C00280,2025-02-22,completed,electronics,cash,5,23.0,732.62,6.0,3.0
O107947,C01228,2026-07-31,completed,electronics,card,1,24.0,448.69,14.0,2.0
O107948,C01426,2026-07-31,completed,electronics,card,4,19.0,401.94,8.0,4.0
O107949,C01600,2026-07-23,cancelled,toys,sbp,5,15.0,1323.48,,
O107950,C00207,2026-03-16,completed,electronics,card,4,30.0,1187.95,1.0,5.0
O107951,C00550,2026-04-15,cancelled,electronics,card,1,25.0,498.76,,
O107952,C00677,2026-01-15,delivered,home,card,2,23.0,841.57,16.0,2.0
O107953,C01265,2025-01-18,delivered,clothing,wallet,3,4.0,1785.44,15.0,3.0
O107954,C00094,2025-08-07,delivered,electronics,card,4,1.0,1056.0,2.0,4.0
O107955,C01681,2026-07-31,cancelled,beauty,card,4,7.0,1456.15,,
O107956,C00162,2025-10-02,completed,home,cash,5,27.0,3914.45,5.0,5.0
O107957,C01048,2025-07-17,completed,clothing,cash,5,22.0,400.99,11.0,2.0
O107958,C01866,2025-06-16,delivered,clothing,card,1,7.0,689.92,15.0,3.0
O107959,C00389,2026-07-31,completed,beauty,cash,4,15.0,354.45,2.0,5.0
O107960,C01375,2026-06-06,completed,electronics,card,1,0.0,496.94,20.0,2.0
O107961,C01100,2025-09-03,processing,toys,card,1,12.0,746.9,19.0,
O107962,C01640,2024-11-04,delivered,electronics,cash,2,17.0,1260.57,7.0,5.0
O107963,C01177,2025-06-02,completed,clothing,wallet,4,25.0,1200.04,19.0,2.0
O107964,C01697,2025-05-09,delivered,electronics,sbp,5,20.0,3025.93,11.0,3.0
O107965,C00806,2026-05-22,completed,home,card,4,4.0,927.45,7.0,
O107966,C00328,2024-11-25,completed,beauty,card,3,1.0,4465.93,18.0,1.0
O107967,C01360,2025-04-14,completed,home,card,1,12.0,958.17,7.0,4.0
O107968,,2025-05-04,completed,electronics,card,2,29.0,461.25,9.0,2.0
O107969,C00867,2026-02-03,completed,beauty,card,4,28.0,5930.05,11.0,3.0
O107970,C01640,2024-10-06,delivered,toys,card,5,0.0,2878.8,5.0,
O107971,C01755,2025-09-24,completed,electronics,card,1,28.0,199.59,18.0,2.0
O107972,C01292,2026-05-20,completed,electronics,card,1,0.0,1253.96,18.0,2.0
O107973,C01584,2025-06-16,completed,clothing,card,3,11.0,5505.28,19.0,1.0
O107974,C01126,2026-07-31,completed,home,card,5,0.0,2007.89,18.0,2.0
O107975,C01610,2024-07-21,delivered,electronics,card,2,13.0,1320.72,5.0,4.0
O107976,C00673,2025-12-11,Processing ,electronics,card,4,22.0,1950.42,12.0,
O107977,C01053,2025-04-18,delivered,home,card,5,2.0,3916.42,12.0,3.0
O107978,C00156,2026-05-13,delivered,beauty,card,3,30.0,2791.88,17.0,2.0
O107979,C00393,2025-06-17,completed,electronics,card,4,6.0,4337.88,8.0,4.0
O107980,C01159,2025-01-01,delivered,home,card,2,25.0,224.72,11.0,3.0
O107981,C01449,2026-04-23,delivered,beauty,sbp,4,0.0,1302.08,5.0,5.0
O107982,C00060,2025-12-02,delivered,electronics,card,3,6.0,3199.91,11.0,3.0
O107983,,2024-06-30,completed,clothing,cash,5,16.0,1409.37,1.0,4.0
O107984,C00013,2026-02-13,completed,clothing,cash,2,2.0,1301.02,1.0,5.0
O107985,C01036,2026-07-31,delivered,home,card,3,30.0,710.16,6.0,4.0
O107986,C00671,2026-06-07,processing,home,card,1,25.0,847.52,15.0,
O107987,C00106,2026-07-24,completed,beauty,card,4,4.0,2030.99,7.0,3.0
O107988,C01588,2024-12-26,delivered,clothing,card,3,9.0,2396.6,14.0,3.0
O107989,C01057,2025-02-14,completed,electronics,card,2,29.0,1351.71,14.0,1.0
O107990,C00021,2026-02-25,processing,clothing,card,1,23.0,160.1,6.0,
O107991,C01372,2025-08-14,completed,clothing,card,5,12.0,13165.77,13.0,
O107992,C01823,2025-01-11,delivered,home,card,5,8.0,865.37,9.0,4.0
O107993,C00839,2024-07-08,delivered,toys,card,3,1.0,10795.87,20.0,1.0
O107994,C01900,2025-07-11,delivered,clothing,wallet,3,29.0,262.54,1.0,5.0
O107995,C00834,2024-11-14,delivered,home,card,4,4.0,2081.32,14.0,2.0
O107996,C00155,2025-11-03,delivered,electronics,card,1,2.0,159.8,17.0,2.0
